#UdG
#x y
0 0
0.00314159 0.00628314
0.00628319 0.012566
0.00942478 0.0188484
0.0125664 0.0251301
0.015708 0.0314108
0.0188496 0.0376902
0.0219911 0.0439681
0.0251327 0.0502443
0.0282743 0.0565185
0.0314159 0.0627905
0.0345575 0.06906
0.0376991 0.0753268
0.0408407 0.0815906
0.0439823 0.0878512
0.0471239 0.0941083
0.0502655 0.100362
0.0534071 0.106611
0.0565487 0.112856
0.0596903 0.119097
0.0628319 0.125333
0.0659734 0.131564
0.069115 0.13779
0.0722566 0.144011
0.0753982 0.150226
0.0785398 0.156434
0.0816814 0.162637
0.084823 0.168833
0.0879646 0.175023
0.0911062 0.181206
0.0942478 0.187381
0.0973894 0.193549
0.100531 0.19971
0.103673 0.205863
0.106814 0.212007
0.109956 0.218143
0.113097 0.224271
0.116239 0.230389
0.119381 0.236499
0.122522 0.242599
0.125664 0.24869
0.128805 0.254771
0.131947 0.260842
0.135088 0.266902
0.13823 0.272952
0.141372 0.278991
0.144513 0.285019
0.147655 0.291036
0.150796 0.297042
0.153938 0.303035
0.15708 0.309017
0.160221 0.314987
0.163363 0.320944
0.166504 0.326888
0.169646 0.33282
0.172788 0.338738
0.175929 0.344643
0.179071 0.350534
0.182212 0.356412
0.185354 0.362275
0.188496 0.368125
0.191637 0.373959
0.194779 0.379779
0.19792 0.385584
0.201062 0.391374
0.204204 0.397148
0.207345 0.402906
0.210487 0.408649
0.213628 0.414376
0.21677 0.420086
0.219911 0.425779
0.223053 0.431456
0.226195 0.437116
0.229336 0.442758
0.232478 0.448383
0.235619 0.45399
0.238761 0.45958
0.241903 0.465151
0.245044 0.470704
0.248186 0.476238
0.251327 0.481754
0.254469 0.48725
0.257611 0.492727
0.260752 0.498185
0.263894 0.503623
0.267035 0.509041
0.270177 0.51444
0.273319 0.519817
0.27646 0.525175
0.279602 0.530511
0.282743 0.535827
0.285885 0.541121
0.289027 0.546394
0.292168 0.551646
0.29531 0.556876
0.298451 0.562083
0.301593 0.567269
0.304734 0.572432
0.307876 0.577573
0.311018 0.58269
0.314159 0.587785
0.317301 0.592857
0.320442 0.597905
0.323584 0.60293
0.326726 0.60793
0.329867 0.612907
0.333009 0.61786
0.33615 0.622788
0.339292 0.627691
0.342434 0.63257
0.345575 0.637424
0.348717 0.642253
0.351858 0.647056
0.355 0.651834
0.358142 0.656586
0.361283 0.661312
0.364425 0.666012
0.367566 0.670686
0.370708 0.675333
0.37385 0.679953
0.376991 0.684547
0.380133 0.689114
0.383274 0.693653
0.386416 0.698165
0.389557 0.70265
0.392699 0.707107
0.395841 0.711536
0.398982 0.715936
0.402124 0.720309
0.405265 0.724653
0.408407 0.728969
0.411549 0.733255
0.41469 0.737513
0.417832 0.741742
0.420973 0.745941
0.424115 0.750111
0.427257 0.754251
0.430398 0.758362
0.43354 0.762443
0.436681 0.766493
0.439823 0.770513
0.442965 0.774503
0.446106 0.778462
0.449248 0.782391
0.452389 0.786288
0.455531 0.790155
0.458673 0.79399
0.461814 0.797794
0.464956 0.801567
0.468097 0.805308
0.471239 0.809017
0.47438 0.812694
0.477522 0.816339
0.480664 0.819952
0.483805 0.823533
0.486947 0.827081
0.490088 0.830596
0.49323 0.834078
0.496372 0.837528
